tilaaja_taso_0	tilaaja_taso_1	tilaaja_taso_2	tilaaja_taso_3	VSSHP_boolean	custorg0	custorg1	custorg2	custorg3
VSshp	Loimaan seudun ova (LOIMAA)	PLALI-aikuispsyk pkl Lieto	PLALI-aikuispsyk pkl Lieto	1	VSshp       	LOIMAA      	PLALI       	PLALI       
Psykiatrian tulosalue	Aikuispsykiatria	LAS/psykiatria (avoh)	PLALI-aikuispsyk pkl Lieto	1	PSY-TA      	PSY-AI      	LASPSA      	PLALI       
Psykiatrian tulosalue	Aikuispsykiatria	LAS/psykiatria	PLALO-aikuispsyk. pkl Loimaa	1	PSY-TA      	PSY-AI      	LASPSY      	PLALO       
Loimaan seudun ova	LOIMAAN ALUESAIRAALA (LOS )	PLALO AIKUISPSYK. PKL LOIMAA	PLALO-aikuispsyk. pkl Loimaa	1	LOSova      	LOS         	PLALO       	PLALO       
Loimaan aluesairaala	Loimaan aluesairaala (LAS )	LAS/psykiatria	PLALO-aikuispsyk. pkl Loimaa	1	LAS         	LAS         	LASPSY      	PLALO       
Loimaan seudun ova	LOIMAAN ALUESAIRAALA (LOS )	PLLLI LASTEN PSYK PKL LIETO	PLLLI-lasten pryk. pkl Lieto	1	LOSova      	LOS         	PLLLI       	PLLLI       
Loimaan aluesairaala	Loimaan aluesairaala (LAS )	LAS/psykiatria	PLLLI-lasten pryk. pkl Lieto	1	LAS         	LAS         	LASPSY      	PLLLI       
Psykiatrian tulosalue	Lastenpsykiatria	LAS/psykiatria	PLLLI-lasten pryk. pkl Lieto	1	PSY-TA      	PSY-LA      	LASPSY      	PLLLI       
Psykiatrian tulosalue	Lastenpsykiatria	LAS/psykiatria	PLLLO-lasten psyk. pkl Loimaa	1	PSY-TA      	PSY-LA      	LASPSY      	PLLLO       
Psykiatrian tulosalue	Nuorisopsykiatria	LAS/psykiatria (avoh)	PLNLI-nuorisopsyk pkl Lieto	1	PSY-TA      	PSY-NU      	LASPSA      	PLNLI       
Loimaan aluesairaala	Loimaan aluesairaala/Lieto	LAS/psykiatria (avoh)	PLNLI-nuorisopsyk pkl Lieto	1	LAS         	LASLIE      	LASPSA      	PLNLI       
Loimaan seudun ova	LOIMAAN ALUESAIRAALA (LOS )	PLNLO NUORISOPSYK PKL LOIMAA	PLNLO-nuorisopsyk. pkl Loimaa	1	LOSova      	LOS         	PLNLO       	PLNLO       
Psykiatrian tulosalue	Nuorisopsykiatria	LAS/psykiatria	PLNLO-nuorisopsyk. pkl Loimaa	1	PSY-TA      	PSY-NU      	LASPSY      	PLNLO       
Loimaan aluesairaala	Loimaan aluesairaala (LAS )	LAS/psykiatria	PLNLO-nuorisopsyk. pkl Loimaa	1	LAS         	LAS         	LASPSY      	PLNLO       
Loimaan seudun ova	LOIMAAN ALUESAIRAALA (LOS )	LOS/PSYKIATRIAN OSASTO (PLOS )	LOS/psykiatrian osasto (PLOS )	1	LOSova      	LOS         	PLOS        	PLOS        
Psykiatrian tulosalue	Aikuispsykiatria	LAS/psykiatria	LOS/psykiatrian osasto (PLOS )	1	PSY-TA      	PSY-AI      	LASPSY      	PLOS        
Loimaan aluesairaala	Loimaan aluesairaala (LAS )	LAS/psykiatria	LOS/psykiatrian osasto (PLOS )	1	LAS         	LAS         	LASPSY      	PLOS        
VSshp	Loimaan seudun ova (LOIMAA)	PLPOS-aikuispsyk päiväos Lieto	PLPOS-aikuispsyk päiväos Lieto	1	VSshp       	LOIMAA      	PLPOS       	PLPOS       
Loimaan aluesairaala	Loimaan aluesairaala/Lieto	LAS/psykiatria (avoh)	PLPOS-aikuispsyk päiväos Lieto	1	LAS         	LASLIE      	LASPSA      	PLPOS       
Turunmaan ova	Paraisten tk	PAR:LÄÄKÄRINVASTAANOTTO, MOTT	PAR:Lääkärinvastaanotto, mott	0	TMSova      	PARTK       	PMOTT       	PMOTT       
Paraisten tk	Paraisten tk	Paraisten tk	PAR:Lääkärinvastaanotto, mott	0	PARTK       	PARTK       	PARTK       	PMOTT       
Paraisten tk	Paraisten tk	Paraisten tk	PAR:Äitiysneuvola,perhesuunnit	0	PARTK       	PARTK       	PARTK       	PMPRDG      
Turun sosiaali- & terveystoimi	TKU/Alueen yhteiset	TKS:PNLUOL-perhesuunn.nla	TKS:PNLUOL-perhesuunn.nla	0	TKU         	YHTEIS      	PNLUOL      	PNLUOL      
VSshp	Psykiatrian tulosalue	Nuorisopsykiatria	PNT03L-ylilääkäri	1	VSSHP	PSYKTA	PNUO	PNT03L
Turun sosiaali- & terveystoimi	TKU/Kotisairaanhoito	TKU/Lähipalvelualue Pohjola	TKS:POHJO1-Pohjola tiimi 1	0	TKU         	KOTISH      	BPOHJO      	POHJO1      
Turun sosiaali- & terveystoimi	TKU/Kotisairaanhoito	TKU/Lähipalvelualue Pohjola	TKS:POHJO2-Pohjola tiimi 2	0	TKU         	KOTISH      	BPOHJO      	POHJO2      
Terveyskeskus/ulkopuolinen	Terveyskeskus/ulkopuolinen	Terveyskeskus/ulkopuolinen	Polvijärven tk	0	TKULKO      	TKULKO      	TKULKO      	POLVI       
Muut	Muut	Pompon hoitokoti	Pompon hoitokoti	0	MUUT        	MUUT        	POMPO       	POMPO       
Sairaala/ulkopuolinen	Sairaala/ulkopuolinen	Sairaala/ulkopuolinen	Porvoon aluesairaala	0	SAIRUL      	SAIRUL      	SAIRUL      	PORAS       
Terveyskeskus/ulkopuolinen	Terveyskeskus/ulkopuolinen	Terveyskeskus/ulkopuolinen	Porin tk	0	TKULKO      	TKULKO      	TKULKO      	PORI        
Muut	Terveyskeskus	Porin tk	Porin tk	0	MUUT        	TK          	PORI        	PORI        
Yksityinen	Yksityinen	Yksityinen	Porin lääkärikeskus	0	YKSIT       	YKSIT       	YKSIT       	PORLÄÄ      
Yksityinen	Yksityinen	Yksityinen	Porin Pihlajalinna	0	YKSIT       	YKSIT       	YKSIT       	PORPIH      
Turun sosiaali- & terveystoimi	TKU/Kotisairaanhoito	TKU/Lähipalvelualue Portsa	TKS:PORTS1-Portsa tiimi 1	0	TKU         	KOTISH      	APORTS      	PORTS1      
Turun sosiaali- & terveystoimi	TKU/Kotisairaanhoito	TKU/Lähipalvelualue Portsa	TKS:PORTS2-Portsa tiimi 2	0	TKU         	KOTISH      	APORTS      	PORTS2      
Turun sosiaali- & terveystoimi	TKU/Kotisairaanhoito	TKU/Lähipalvelualue Portsa	TKS:PORTS3-Portsa tiimi 3	0	TKU         	KOTISH      	APORTS      	PORTS3      
Yksityinen	Yksityinen	Yksityinen	lääkärikeskus Porus	0	YKSIT       	YKSIT       	YKSIT       	PORUS       
Salon seudun tk	Salon seudun tk	Salon seudun tk/Perniö	STK/Perniön kotih. suor.paikat	0	STK         	STK         	STKPER      	PRNKH       
Salon seudun ova	Salon seudun tk	STK/PERNIÖN KOTIHOITO (PRNKH )	STK/Perniön kotih. suor.paikat	0	SSSova      	STK         	PRNKH       	PRNKH       
Salon seudun ova	Salon seudun tk	STK/PERNIÖKOTI	STK/Perniökoti	0	SSSova      	STK         	PRNKO       	PRNKO       
Salon seudun tk	Salon seudun tk	Salon seudun tk/Perniö	STK/Perniökoti	0	STK         	STK         	STKPER      	PRNKO       
VSshp	TYKS/Paimion sairaala	TYKS/Paimion sairaala	Paimion sairaala	1	VSSHP       	TYKSPA      	TYKSPA      	PS          
TYKS	PAIMION SAIRAALA	Paimion sairaala	Paimion sairaala	1	TYKS        	PAIMIO      	PS          	PS          
Muut	Sairaala	Pietarsaaren sair/Malmin yks	Pietarsaaren sair/Malmin yks	0	MUUT        	SAIR        	PSAARI      	PSAARI      
Sairaala/ulkopuolinen	Sairaala/ulkopuolinen	Sairaala/ulkopuolinen	Pietarsaaren sair/Malmin yks	0	SAIRUL      	SAIRUL      	SAIRUL      	PSAARI      
Laboratorio/ulkopuolinen	Laboratorio/ulkopuolinen	Laboratorio/ulkopuolinen	PSHP Laboratoriokeskus	0	LABULK      	LABULK      	LABULK      	PSHPL       
Muut	Laboratorio	PSHP Laboratoriokeskus	PSHP Laboratoriokeskus	0	MUUT        	LAB         	PSHPL       	PSHPL       
Länsi-Turunmaan tk	Länsi-Turunmaan tk	Paraisten ta	PAR:Kouluterveydenhoito	0	L-TTK       	L-TTK       	L-TTKP      	PSKOL       
TYKS	TKU/Turun kaupunginsairaala	PT717/nuorisopsyk.osasto	PT1704	1	TYKS        	TKS         	PT717       	PT1704      
TYKS	TYKS/Mäntymäki	717-nuorisopsyk.osasto	PT1704	1	TYKS        	TYKSMÄ      	717         	PT1704      
Psykiatrian tulosalue	Nuorisopsykiatria	722-nuorisopsykiatrian poli	PT2212	1	PSY-TA      	PSY-NU      	722         	PT2212      
Psykiatrian tulosalue	Nuorisopsykiatria	722-nuorisopsykiatrian poli	PT2221	1	PSY-TA      	PSY-NU      	722         	PT2221      
TYKS	Kantasairaala	PT410/lasten psyk. osasto	PT410/lasten psyk. osasto	1	TYKS        	KANTA       	PT410       	PT410       
TYKS	TYKS/rakennus 10	410-lasten psyk. osasto	PT410/lasten psyk. osasto	1	TYKS        	TYKS10      	410         	PT410       
Psykiatrian tulosalue	Lastenpsykiatria	410-lasten psyk. osasto	PT410/lasten psyk. osasto	1	PSY-TA      	PSY-LA      	410         	PT410       
Psykiatrian tulosalue	Lastenpsykiatria	421-lasten psyk.poli	PT421/lasten psykiatrinen poli	1	PSY-TA      	PSY-LA      	421         	PT421       
TYKS	TYKS/rakennus 10	421-lasten psyk.poli	PT421/lasten psykiatrinen poli	1	TYKS        	TYKS10      	421         	PT421       
TYKS	Kantasairaala	PT421/lasten psyk.poli	PT421/lasten psykiatrinen poli	1	TYKS        	KANTA       	PT421       	PT421       
Psykiatrian tulosalue	Aikuispsykiatria	715-psykiatrian vuodeos	PT715/yleissairaalapsyk. os.	1	PSY-TA      	PSY-AI      	715         	PT715       
TYKS	TYKS/rakennus 11B	715-psykiatrian vuodeos	PT715/yleissairaalapsyk. os.	1	TYKS        	TYKS11      	715         	PT715       
TYKS	Kantasairaala	PT715/yleissairaalapsyk. os.	PT715/yleissairaalapsyk. os.	1	TYKS        	KANTA       	PT715       	PT715       
TYKS	TKU/Turun kaupunginsairaala	PT716/nuorisopsyk.osasto	PT716/nuorisopsyk.osasto	1	TYKS        	TKS         	PT716       	PT716       
TYKS	TYKS/Mäntymäki	716-nuorisopsyk.osasto	PT716/nuorisopsyk.osasto	1	TYKS        	TYKSMÄ      	716         	PT716       
Psykiatrian tulosalue	Nuorisopsykiatria	716-nuorisopsyk.osasto	PT716/nuorisopsyk.osasto	1	PSY-TA      	PSY-NU      	716         	PT716       
TYKS	TYKS/Mäntymäki	717-nuorisopsyk.osasto	PT717/nuorisopsyk.osasto	1	TYKS        	TYKSMÄ      	717         	PT717       
Psykiatrian tulosalue	Nuorisopsykiatria	717-nuorisopsyk.osasto	PT717/nuorisopsyk.osasto	1	PSY-TA      	PSY-NU      	717         	PT717       
TYKS	TKU/Turun kaupunginsairaala	PT717/nuorisopsyk.osasto	PT717/nuorisopsyk.osasto	1	TYKS        	TKS         	PT717       	PT717       
Psykiatrian tulosalue	Aikuispsykiatria	721-kriisipoli	PT721/yleissairaalapsyk pkl	1	PSY-TA      	PSY-AI      	721         	PT721       
TYKS	Kantasairaala	PT721/yleissairaalapsyk pkl	PT721/yleissairaalapsyk pkl	1	TYKS        	KANTA       	PT721       	PT721       
TYKS	TYKS/rakennus 11B	721-kriisipoli	PT721/yleissairaalapsyk pkl	1	TYKS        	TYKS11      	721         	PT721       
TYKS	TYKS/Mäntymäki	722-nuorisopsykiatrian poli	PT722/nuorisopsykiatrian poli	1	TYKS        	TYKSMÄ      	722         	PT722       
Psykiatrian tulosalue	Nuorisopsykiatria	722-nuorisopsykiatrian poli	PT722/nuorisopsykiatrian poli	1	PSY-TA      	PSY-NU      	722         	PT722       
TYKS	TKU/Turun kaupunginsairaala	PT722/nuorisopsykiatrian poli	PT722/nuorisopsykiatrian poli	1	TYKS        	TKS         	PT722       	PT722       
TYKS	TYKS/rakennus 11B	723-addiktiopkl	PT723/addiktiopoliklinikka	1	TYKS        	TYKS11      	723         	PT723       
Psykiatrian tulosalue	Aikuispsykiatria	723-addiktiopkl	PT723/addiktiopoliklinikka	1	PSY-TA      	PSY-AI      	723         	PT723       
TYKS	Kantasairaala	PT723/addiktiopoliklinikka	PT723/addiktiopoliklinikka	1	TYKS        	KANTA       	PT723       	PT723       
Psykiatrian tulosalue	Lastenpsykiatria	724-neuropsykiatrian pkl	PT724/neuropsykiatrian pkl	1	PSY-TA      	PSY-LA      	724         	PT724       
TYKS	TYKS/rakennus 11B	724-neuropsykiatrian pkl	PT724/neuropsykiatrian pkl	1	TYKS        	TYKS11      	724         	PT724       
TYKS	Raision seudun ova (RAISIO)	PT781/PT81S4 SAIRAANHOITAJA S4	PT781 psykiatria (raisio)	1	TYKS        	RAISIO      	PT781       	PT781       
Psykiatrian tulosalue	Aikuispsykiatria	781-aikuisten psykiatrinen pkl	PT781 psykiatria (raisio)	1	PSY-TA      	PSY-AI      	781         	PT781       
TYKS	TYKS/Raision sairaala	781-aikuisten psykiatrinen pkl	PT781 psykiatria (raisio)	1	TYKS        	TYKSRA      	781         	PT781       
TYKS	TYKS/Raision sairaala	782-lasten psykiatria	PT782 lasten psyk. (raisio)	1	TYKS        	TYKSRA      	782         	PT782       
Psykiatrian tulosalue	Lastenpsykiatria	782-lasten psykiatria	PT782 lasten psyk. (raisio)	1	PSY-TA      	PSY-LA      	782         	PT782       
TYKS	TYKS/Raision sairaala	783-nuorten psykiatria	PT783 nuorten psyk.pkl(raisio)	1	TYKS        	TYKSRA      	783         	PT783       
TYKS	Raision seudun ova (RAISIO)	PT783 NUORTEN PSYK.PKL(RAISIO)	PT783 nuorten psyk.pkl(raisio)	1	TYKS        	RAISIO      	PT783       	PT783       
Psykiatrian tulosalue	Nuorisopsykiatria	783-nuorten psykiatria	PT783 nuorten psyk.pkl(raisio)	1	PSY-TA      	PSY-NU      	783         	PT783       
TYKS	Raision seudun ova (RAISIO)	PT781/PT81R1 YLILÄÄKÄRIN VO	PT781/PT81R1 ylilääkärin vo	1	TYKS        	RAISIO      	PT81R1      	PT81R1      
TYKS	Raision seudun ova (RAISIO)	PT782/PT82M4 ERIKOISLÄÄKÄRI M4	PT782/PT82M4 erikoislääkäri m4	1	TYKS        	RAISIO      	PT82M4      	PT82M4      
Psykiatrian tulosalue	Nuorisopsykiatria	783-nuorten psykiatria	PT783/PT831 apulaisylilääkäri	1	PSY-TA      	PSY-NU      	783         	PT831       
TYKS	TYKS/Raision sairaala	783-nuorten psykiatria	PT783/PT831 apulaisylilääkäri	1	TYKS        	TYKSRA      	783         	PT831       
TYKS	Raision seudun ova (RAISIO)	PT783/PT831 APULAISYLILÄÄKÄRI	PT783/PT831 apulaisylilääkäri	1	TYKS        	RAISIO      	PT831       	PT831       
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKS:PTBETA-Betaniakoti	TKS:PTBETA-Betaniakoti	0	TKU         	PALTAL      	PTBETA      	PTBETA      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKS:PTCAND-Candolin	TKS:PTCAND-Candolin	0	TKU         	PALTAL      	PTCAND      	PTCAND      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	TKS:PTCAND-Candolin	0	TKU         	PALTAL      	PALTAL      	PTCAND      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	TKS:PTEMMI-Emmikoti	0	TKU         	PALTAL      	PALTAL      	PTEMMI      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKS:PTEMMI-Emmikoti	TKS:PTEMMI-Emmikoti	0	TKU         	PALTAL      	PTEMMI      	PTEMMI      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	vk Hemmet	vk Hemmet	0	TKU         	PALTAL      	PTHEM       	PTHEM       
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	vk Hemmet	0	TKU         	PALTAL      	PALTAL      	PTHEM       
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKS:PTHEMM-Hemmet	TKS:PTHEMM-Hemmet	0	TKU         	PALTAL      	PTHEMM      	PTHEMM      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	TKS:PTINVA-Invalidil.palv.ta.	0	TKU         	PALTAL      	PALTAL      	PTINVA      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKS:PTINVA-Invalidil.palv.ta.	TKS:PTINVA-Invalidil.palv.ta.	0	TKU         	PALTAL      	PTINVA      	PTINVA      
Turun sosiaali- & terveystoimi	TKU/Hoivasairaanhoito	TKU/Läntinen hoivasair.hoito	TKS:PTJOSE-Josefiina-koti	0	TKU         	HOIVA       	LÄNSI       	PTJOSE      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKS:PTKOTI-Kotikunnas	TKS:PTKOTI-Kotikunnas	0	TKU         	PALTAL      	PTKOTI      	PTKOTI      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	TKS:PTKOTI-Kotikunnas	0	TKU         	PALTAL      	PALTAL      	PTKOTI      
Sairaala/ulkopuolinen	Sairaala/ulkopuolinen	Sairaala/ulkopuolinen	Porin tk:n sairaala	0	SAIRUL      	SAIRUL      	SAIRUL      	PTKS        
Muut	Sairaala	Porin tk:n sairaala	Porin tk:n sairaala	0	MUUT        	SAIR        	PTKS        	PTKS        
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	Liedon yksit. hoivakoti	0	TKU         	PALTAL      	PALTAL      	PTLIET      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	Liedon yksit. hoivakoti	Liedon yksit. hoivakoti	0	TKU         	PALTAL      	PTLIET      	PTLIET      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	TKS:PTMYLL-Myllykoti	0	TKU         	PALTAL      	PALTAL      	PTMYLL      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKS:PTMYLL-Myllykoti	TKS:PTMYLL-Myllykoti	0	TKU         	PALTAL      	PTMYLL      	PTMYLL      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	VANHAINKOTI ONNELA	Vanhainkoti Onnela	0	TKU         	PALTAL      	PTONNE      	PTONNE      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	Vanhainkoti Onnela	0	TKU         	PALTAL      	PALTAL      	PTONNE      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	TKS:PTSAGA1-Kaskenpuisto	0	TKU         	PALTAL      	PALTAL      	PTSAG1      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKS:PTSAGA1-Kaskenpuisto	TKS:PTSAGA1-Kaskenpuisto	0	TKU         	PALTAL      	PTSAG1      	PTSAG1      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	TKS:PTSAGA2-Kaskenniitty	0	TKU         	PALTAL      	PALTAL      	PTSAG2      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKS:PTSAGA2-Kaskenniitty	TKS:PTSAGA2-Kaskenniitty	0	TKU         	PALTAL      	PTSAG2      	PTSAG2      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	UKKOKOTI	Ukkokoti	0	TKU         	PALTAL      	PTUKKO      	PTUKKO      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	Ukkokoti	0	TKU         	PALTAL      	PALTAL      	PTUKKO      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKS:PTVAHA-Engel-koti	TKS:PTVAHA-Engel-koti	0	TKU         	PALTAL      	PTVAHA      	PTVAHA      
Turun sosiaali- & terveystoimi	TKU/Palvelutalot	TKU/Palvelutalot	TKS:PTVAHA-Engel-koti	0	TKU         	PALTAL      	PALTAL      	PTVAHA      
Muut	Terveyskeskus	Pudasjärven tk	Pudasjärven tk	0	MUUT        	TK          	PUDAS       	PUDAS       
Turun sosiaali- & terveystoimi	TKU/Kotisairaanhoito	TKU/Lähipalvelualue Puistom-Ui	TKS:PUIST1-Puistom-Uit tiimi 1	0	TKU         	KOTISH      	APUIST      	PUIST1      
Turun sosiaali- & terveystoimi	TKU/Kotisairaanhoito	TKU/Lähipalvelualue Puistom-Ui	TKS:PUIST2-Puistom-Uit tiimi 2	0	TKU         	KOTISH      	APUIST      	PUIST2      
Turun sosiaali- & terveystoimi	TKU/Kotisairaanhoito	TKU/Lähipalvelualue Puistom-Ui	TKS:PUIST3-Puistom-Uit tiimi 3	0	TKU         	KOTISH      	APUIST      	PUIST3      
Yksityinen	Yksityinen	Yksityinen	lääkäriasema Pulssi	0	YKSIT       	YKSIT       	YKSIT       	PULSS       
Muut	Yksityinen	lääkäriasema Pulssi	lääkäriasema Pulssi	0	MUUT        	YKSIT       	PULSS       	PULSS       
Yksityinen	Yksityinen	Yksityinen	PUL-lääkäriasema Pulssi	0	YKSIT       	YKSIT       	YKSIT       	PULSSI      
Muut	Yksityinen	PUL-lääkäriasema Pulssi	PUL-lääkäriasema Pulssi	0	MUUT        	YKSIT       	PULSSI      	PULSSI      
Terveyskeskus/ulkopuolinen	Terveyskeskus/ulkopuolinen	Terveyskeskus/ulkopuolinen	Punkalaitumen ta	0	TKULKO      	TKULKO      	TKULKO      	PUNKA       
Muut	Terveyskeskus	Punkalaitumen ta	Punkalaitumen ta	0	MUUT        	TK          	PUNKA       	PUNKA       
Terveyskeskus/ulkopuolinen	Terveyskeskus/ulkopuolinen	Terveyskeskus/ulkopuolinen	Punkalaitumen nla	0	TKULKO      	TKULKO      	TKULKO      	PUNKAN      
Turun sosiaali- & terveystoimi	TKU/Kotisairaanhoito	TKU/Lähipalvelualue Puolala	TKS:PUOLA1-Puolala tiimi 1	0	TKU         	KOTISH      	APUOLA      	PUOLA1      
Turun sosiaali- & terveystoimi	TKU/Kotisairaanhoito	TKU/Lähipalvelualue Puolala	TKS:PUOLA2-Puolala tiimi 2	0	TKU         	KOTISH      	APUOLA      	PUOLA2      
Valtio	Valtio	Valtio/varuskunta	puolustusvoimat	0	VALTIO      	VALTIO      	VALVAR      	PUOLV       
Muut	Valtio	puolustusvoimat	puolustusvoimat	0	MUUT        	VALTIO      	PUOLV       	PUOLV       
TYKS	TYKS/Vakka-Suomen sairaala	VSS/aikuispsykiatria	VAS/aikuisten psyk. pkl	1	TYKS        	TYKSVS      	VSS70       	PVA         
Psykiatrian tulosalue	Aikuispsykiatria	VSS/aikuispsykiatria	VAS/aikuisten psyk. pkl	1	PSY-TA      	PSY-AI      	VSS70       	PVA         
Vakka-Suomen ova	VAKKA-SUOMEN SAIRAALA	VAS/AIKUISTEN PSYK. PKL	VAS/aikuisten psyk. pkl	1	VASova      	VAS         	PVA         	PVA         
Psykiatrian tulosalue	Aikuispsykiatria	VSS/aikuispsykiatria	VAS/psykiatrinen os2	1	PSY-TA      	PSY-AI      	VSS70       	PVG         
TYKS	TYKS/Vakka-Suomen sairaala	VSS/aikuispsykiatria	VAS/psykiatrinen os2	1	TYKS        	TYKSVS      	VSS70       	PVG         
Vakka-Suomen ova	VAKKA-SUOMEN SAIRAALA	VAS/PSYKIATRINEN OS2	VAS/psykiatrinen os2	1	VASova      	VAS         	PVG         	PVG         
TYKS	TYKS/Vakka-Suomen sairaala	VSS/aikuispsykiatria	PVG/PVGAV geropsyk. os. avo	1	TYKS        	TYKSVS      	VSS70       	PVGAV       
Vakka-Suomen ova	VAKKA-SUOMEN SAIRAALA	PVG/PVGAV GEROPSYK. OS. AVO	PVG/PVGAV geropsyk. os. avo	1	VASova      	VAS         	PVGAV       	PVGAV       
Psykiatrian tulosalue	Aikuispsykiatria	VSS/aikuispsykiatria	PVG/PVGAV geropsyk. os. avo	1	PSY-TA      	PSY-AI      	VSS70       	PVGAV       
Vakka-Suomen ova	VAKKA-SUOMEN SAIRAALA	PVKR/PVKRAV KRIISIOS. AVO	PVKR/PVKRAV kriisios. avo	1	VASova      	VAS         	PVKRAV      	PVKRAV      
Valtio	Valtio	Valtio/varuskunta	PVKVK-puolustusvoim./YK-joukot	0	VALTIO      	VALTIO      	VALVAR      	PVKVK       
Muut	Valtio	PVKVK-puolustusvoim./YK-joukot	PVKVK-puolustusvoim./YK-joukot	0	MUUT        	VALTIO      	PVKVK       	PVKVK       
TYKS	TYKS/Vakka-Suomen sairaala	VSS/aikuispsykiatria	VAS/kuntoutusyksikkö	1	TYKS        	TYKSVS      	VSS70       	PVKY        
Psykiatrian tulosalue	Aikuispsykiatria	VSS/aikuispsykiatria	VAS/kuntoutusyksikkö	1	PSY-TA      	PSY-AI      	VSS70       	PVKY        
Vakka-Suomen ova	VAKKA-SUOMEN SAIRAALA	VAS/KUNTOUTUSYKSIKKÖ	VAS/kuntoutusyksikkö	1	VASova      	VAS         	PVKY        	PVKY        
Vakka-Suomen ova	VAKKA-SUOMEN SAIRAALA	PVKY/PVKYAV KUNT.YKS. KUNT.PKL	PVKY/PVKYAV kunt.yks. kunt.pkl	1	VASova      	VAS         	PVKYAV      	PVKYAV      
TYKS	TYKS/Vakka-Suomen sairaala	VSS/aikuispsykiatria	PVKY/PVKYAV kunt.yks. kunt.pkl	1	TYKS        	TYKSVS      	VSS70       	PVKYAV      
Psykiatrian tulosalue	Aikuispsykiatria	VSS/aikuispsykiatria	PVKY/PVKYAV kunt.yks. kunt.pkl	1	PSY-TA      	PSY-AI      	VSS70       	PVKYAV      
Vakka-Suomen ova	VAKKA-SUOMEN SAIRAALA	PVKY/PVKYHU KUNT.YKS. HUUME	PVKY/PVKYHU kunt.yks. huume	1	VASova      	VAS         	PVKYHU      	PVKYHU      
TYKS	TYKS/Vakka-Suomen sairaala	VSS/aikuispsykiatria	PVKY/PVKYHU kunt.yks. huume	1	TYKS        	TYKSVS      	VSS70       	PVKYHU      
Psykiatrian tulosalue	Lastenpsykiatria	VSS/lastenpsykiatria	VAS/psykiatrinen (lapset)	1	PSY-TA      	PSY-LA      	VSS75       	PVLOS       
TYKS	TYKS/Vakka-Suomen sairaala	VSS/lastenpsykiatria	VAS/psykiatrinen (lapset)	1	TYKS        	TYKSVS      	VSS75       	PVLOS       
Vakka-Suomen ova	VAKKA-SUOMEN SAIRAALA	VAS/PSYKIATRINEN (LAPSET)	VAS/psykiatrinen (lapset)	1	VASova      	VAS         	PVLOS       	PVLOS       
